Time,Temperature,Dew Point,Humidity,Wind,Speed,Gust,Pressure,Precip. Rate.,Precip. Accum.,UV,Solar
4:04 AM 2022-09-19,57.7 °F,44.1 °F,61 %,NW,1.1 mph,1.7 mph,29.74 in,0.00 in,0.00 in,0,0 w/m² 
4:09 AM 2022-09-19,58.8 °F,44.6 °F,59 %,NNW,0.5 mph,0.8 mph,29.74 in,0.00 in,0.00 in,0,0 w/m² 
4:14 AM 2022-09-19,58.8 °F,44.1 °F,58 %,NNW,1.4 mph,2.0 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:19 AM 2022-09-19,58.4 °F,43.9 °F,59 %,,0.1 mph,0.1 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:24 AM 2022-09-19,56.9 °F,43.4 °F,61 %,NNW,0.1 mph,0.2 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:29 AM 2022-09-19,57.1 °F,43.1 °F,59 %,NNW,0.2 mph,0.4 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:34 AM 2022-09-19,57.3 °F,43.1 °F,59 %,,0.0 mph,0.2 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:39 AM 2022-09-19,57.5 °F,43.1 °F,59 %,NW,0.3 mph,0.7 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:44 AM 2022-09-19,57.6 °F,43.3 °F,59 %,NNW,0.2 mph,0.5 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:49 AM 2022-09-19,57.6 °F,43.1 °F,58 %,NNW,0.5 mph,0.8 mph,29.74 in,0.00 in,0.00 in,0,0 w/m² 
4:54 AM 2022-09-19,57.7 °F,42.8 °F,58 %,NW,1.0 mph,1.4 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
4:59 AM 2022-09-19,57.7 °F,42.6 °F,57 %,NW,1.5 mph,1.9 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:04 AM 2022-09-19,57.7 °F,42.6 °F,57 %,NNW,1.5 mph,2.0 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:09 AM 2022-09-19,57.7 °F,42.6 °F,57 %,NNW,1.2 mph,1.8 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:14 AM 2022-09-19,57.8 °F,42.4 °F,56 %,NNW,0.8 mph,1.3 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:19 AM 2022-09-19,57.7 °F,42.5 °F,57 %,NNW,0.9 mph,1.6 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:24 AM 2022-09-19,57.6 °F,42.3 °F,57 %,NNW,1.1 mph,1.4 mph,29.72 in,0.00 in,0.00 in,0,0 w/m² 
5:29 AM 2022-09-19,57.6 °F,42.1 °F,56 %,NNW,0.9 mph,1.7 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:34 AM 2022-09-19,57.7 °F,42.2 °F,56 %,NNW,0.7 mph,1.0 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:39 AM 2022-09-19,57.7 °F,41.8 °F,55 %,,0.5 mph,0.9 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:44 AM 2022-09-19,57.6 °F,41.9 °F,56 %,West,0.3 mph,0.3 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:49 AM 2022-09-19,57.3 °F,41.8 °F,56 %,NNE,0.1 mph,0.3 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:54 AM 2022-09-19,56.9 °F,41.8 °F,57 %,,0.2 mph,0.4 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
5:59 AM 2022-09-19,56.8 °F,41.7 °F,57 %,NNW,1.0 mph,1.4 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:04 AM 2022-09-19,57.0 °F,41.9 °F,57 %,North,1.0 mph,1.7 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:09 AM 2022-09-19,56.8 °F,41.8 °F,57 %,NNW,0.7 mph,1.2 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:14 AM 2022-09-19,56.8 °F,42.2 °F,58 %,,1.0 mph,1.5 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:19 AM 2022-09-19,56.7 °F,42.2 °F,58 %,,0.4 mph,0.9 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:24 AM 2022-09-19,56.7 °F,42.2 °F,58 %,NW,0.6 mph,0.9 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:29 AM 2022-09-19,56.8 °F,42.4 °F,58 %,NNW,0.5 mph,0.7 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:33 AM 2022-09-19,56.8 °F,42.5 °F,58 %,NW,0.9 mph,1.2 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:39 AM 2022-09-19,56.9 °F,42.6 °F,59 %,WNW,1.0 mph,1.5 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:43 AM 2022-09-19,56.8 °F,42.6 °F,59 %,NNW,0.2 mph,0.4 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:49 AM 2022-09-19,56.9 °F,42.7 °F,59 %,NNW,0.7 mph,1.2 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:54 AM 2022-09-19,57.2 °F,42.8 °F,59 %,NNW,0.5 mph,0.9 mph,29.73 in,0.00 in,0.00 in,0,0 w/m² 
6:59 AM 2022-09-19,56.9 °F,42.7 °F,59 %,NNW,0.7 mph,1.1 mph,29.74 in,0.00 in,0.00 in,0,0 w/m² 
7:04 AM 2022-09-19,56.8 °F,42.6 °F,59 %,NW,0.8 mph,1.4 mph,29.74 in,0.00 in,0.00 in,0,0.9 w/m² 
7:09 AM 2022-09-19,57.0 °F,42.8 °F,59 %,NW,1.0 mph,1.4 mph,29.74 in,0.00 in,0.00 in,0,2.9 w/m² 
7:14 AM 2022-09-19,57.1 °F,42.9 °F,59 %,NW,0.9 mph,1.4 mph,29.74 in,0.00 in,0.00 in,0,5.1 w/m² 
7:19 AM 2022-09-19,57.3 °F,42.8 °F,58 %,NNW,0.5 mph,0.7 mph,29.74 in,0.00 in,0.00 in,0,8.6 w/m² 
7:24 AM 2022-09-19,57.0 °F,42.8 °F,59 %,North,0.1 mph,0.3 mph,29.74 in,0.00 in,0.00 in,0,12.1 w/m² 
7:29 AM 2022-09-19,57.1 °F,42.8 °F,59 %,North,0.0 mph,0.1 mph,29.75 in,0.00 in,0.00 in,0,15.2 w/m² 
7:34 AM 2022-09-19,57.5 °F,42.9 °F,58 %,North,0.0 mph,0.0 mph,29.74 in,0.00 in,0.00 in,0,18.1 w/m² 
7:39 AM 2022-09-19,57.9 °F,43.0 °F,58 %,North,0.0 mph,0.2 mph,29.75 in,0.00 in,0.00 in,0,22.5 w/m² 
7:43 AM 2022-09-19,57.1 °F,43.0 °F,59 %,North,0.0 mph,0.0 mph,29.75 in,0.00 in,0.00 in,0,25.6 w/m² 
7:48 AM 2022-09-19,56.7 °F,43.0 °F,60 %,NNW,0.3 mph,0.5 mph,29.75 in,0.00 in,0.00 in,0,30.7 w/m² 
7:54 AM 2022-09-19,58.2 °F,43.0 °F,57 %,West,0.7 mph,1.1 mph,29.75 in,0.00 in,0.00 in,0,35.5 w/m² 
7:59 AM 2022-09-19,59.1 °F,44.0 °F,57 %,NNE,0.0 mph,0.0 mph,29.75 in,0.00 in,0.00 in,0,39 w/m² 
8:04 AM 2022-09-19,59.9 °F,44.3 °F,56 %,NNE,0.0 mph,0.2 mph,29.75 in,0.00 in,0.00 in,0,39 w/m² 
8:09 AM 2022-09-19,59.8 °F,44.0 °F,56 %,NNE,0.0 mph,0.0 mph,29.76 in,0.00 in,0.00 in,0,32.9 w/m² 
8:14 AM 2022-09-19,60.6 °F,43.8 °F,54 %,WNW,0.0 mph,0.0 mph,29.76 in,0.00 in,0.00 in,0,53.7 w/m² 
8:19 AM 2022-09-19,61.0 °F,43.9 °F,53 %,SSE,0.5 mph,0.6 mph,29.75 in,0.00 in,0.00 in,0,55.1 w/m² 
8:24 AM 2022-09-19,61.8 °F,44.1 °F,52 %,SSW,0.1 mph,0.3 mph,29.76 in,0.00 in,0.00 in,0,36.3 w/m² 
8:29 AM 2022-09-19,62.9 °F,42.4 °F,47 %,WNW,0.7 mph,1.3 mph,29.76 in,0.00 in,0.00 in,0,86.2 w/m² 
8:34 AM 2022-09-19,64.0 °F,41.4 °F,44 %,,1.1 mph,1.7 mph,29.76 in,0.00 in,0.00 in,0,98.4 w/m² 
8:39 AM 2022-09-19,65.2 °F,40.5 °F,40 %,North,1.1 mph,1.7 mph,29.76 in,0.00 in,0.00 in,1,104.5 w/m² 
8:44 AM 2022-09-19,65.8 °F,40.3 °F,39 %,NW,1.1 mph,1.5 mph,29.76 in,0.00 in,0.00 in,1,104.5 w/m² 
8:49 AM 2022-09-19,66.2 °F,39.0 °F,37 %,NNW,1.3 mph,2.3 mph,29.76 in,0.00 in,0.00 in,1,137.5 w/m² 
8:54 AM 2022-09-19,67.7 °F,38.4 °F,34 %,North,2.0 mph,2.8 mph,29.76 in,0.00 in,0.00 in,1,138.7 w/m² 
8:59 AM 2022-09-19,69.0 °F,36.2 °F,30 %,NNW,2.0 mph,2.9 mph,29.76 in,0.00 in,0.00 in,1,154.8 w/m² 
9:04 AM 2022-09-19,69.8 °F,33.7 °F,26 %,North,3.3 mph,4.8 mph,29.76 in,0.00 in,0.00 in,1,156.9 w/m² 
9:09 AM 2022-09-19,70.9 °F,32.2 °F,24 %,NNE,5.0 mph,7.4 mph,29.77 in,0.00 in,0.00 in,1,189.1 w/m² 
9:14 AM 2022-09-19,71.3 °F,31.6 °F,23 %,North,4.4 mph,6.1 mph,29.77 in,0.00 in,0.00 in,1,193.4 w/m² 
9:19 AM 2022-09-19,71.7 °F,31.8 °F,23 %,NNE,5.1 mph,7.2 mph,29.77 in,0.00 in,0.00 in,1,183.9 w/m² 
9:24 AM 2022-09-19,71.8 °F,31.5 °F,23 %,NNW,4.7 mph,7.0 mph,29.77 in,0.00 in,0.00 in,1,196.5 w/m² 
9:29 AM 2022-09-19,71.9 °F,31.3 °F,22 %,NNW,5.8 mph,8.8 mph,29.77 in,0.00 in,0.00 in,2,218.1 w/m² 
9:34 AM 2022-09-19,71.9 °F,31.0 °F,22 %,North,7.1 mph,9.6 mph,29.77 in,0.00 in,0.00 in,2,279.3 w/m² 
9:39 AM 2022-09-19,72.2 °F,31.5 °F,22 %,North,5.4 mph,7.2 mph,29.78 in,0.00 in,0.00 in,2,277.6 w/m² 
9:44 AM 2022-09-19,72.6 °F,31.5 °F,22 %,North,4.2 mph,6.0 mph,29.78 in,0.00 in,0.00 in,2,281.9 w/m² 
9:49 AM 2022-09-19,73.0 °F,31.1 °F,21 %,North,2.7 mph,4.1 mph,29.78 in,0.00 in,0.00 in,2,290.2 w/m² 
9:54 AM 2022-09-19,73.3 °F,31.2 °F,21 %,,3.8 mph,5.4 mph,29.78 in,0.00 in,0.00 in,2,284.5 w/m² 
9:59 AM 2022-09-19,72.8 °F,30.7 °F,21 %,WNW,4.2 mph,5.3 mph,29.78 in,0.00 in,0.00 in,3,337.4 w/m² 
10:04 AM 2022-09-19,72.3 °F,30.2 °F,21 %,NW,4.5 mph,6.0 mph,29.78 in,0.00 in,0.00 in,3,346.6 w/m² 
10:09 AM 2022-09-19,72.7 °F,30.2 °F,21 %,NW,4.0 mph,5.7 mph,29.79 in,0.00 in,0.00 in,3,400.4 w/m² 
10:14 AM 2022-09-19,73.3 °F,30.0 °F,20 %,NNW,4.1 mph,6.3 mph,29.79 in,0.00 in,0.00 in,3,402.1 w/m² 
10:19 AM 2022-09-19,73.8 °F,30.3 °F,20 %,NNW,3.9 mph,5.7 mph,29.79 in,0.00 in,0.00 in,3,392.1 w/m² 
10:24 AM 2022-09-19,74.2 °F,29.4 °F,19 %,North,4.2 mph,6.3 mph,29.79 in,0.00 in,0.00 in,3,388.7 w/m² 
10:29 AM 2022-09-19,74.6 °F,29.7 °F,19 %,NNW,4.8 mph,7.2 mph,29.79 in,0.00 in,0.00 in,3,381.3 w/m² 
10:34 AM 2022-09-19,74.3 °F,29.5 °F,19 %,North,6.0 mph,9.1 mph,29.79 in,0.00 in,0.00 in,4,411.2 w/m² 
10:39 AM 2022-09-19,74.5 °F,29.7 °F,19 %,NNW,4.7 mph,7.0 mph,29.79 in,0.00 in,0.00 in,3,399.1 w/m² 
10:44 AM 2022-09-19,74.7 °F,28.8 °F,18 %,,5.5 mph,8.1 mph,29.79 in,0.00 in,0.00 in,4,434.2 w/m² 
10:49 AM 2022-09-19,74.7 °F,28.9 °F,18 %,NNW,6.4 mph,9.6 mph,29.79 in,0.00 in,0.00 in,4,459.7 w/m² 
10:54 AM 2022-09-19,74.8 °F,29.7 °F,19 %,NNE,5.0 mph,6.9 mph,29.79 in,0.00 in,0.00 in,4,485.4 w/m² 
10:59 AM 2022-09-19,75.2 °F,29.8 °F,19 %,North,6.7 mph,9.2 mph,29.79 in,0.00 in,0.00 in,4,485.4 w/m² 
11:04 AM 2022-09-19,74.8 °F,29.7 °F,19 %,NNE,6.3 mph,8.9 mph,29.80 in,0.00 in,0.00 in,4,491.4 w/m² 
11:09 AM 2022-09-19,75.0 °F,30.0 °F,19 %,NE,5.6 mph,8.6 mph,29.80 in,0.00 in,0.00 in,5,517 w/m² 
11:14 AM 2022-09-19,75.2 °F,29.2 °F,18 %,NNE,5.2 mph,7.5 mph,29.80 in,0.00 in,0.00 in,4,493.6 w/m² 
11:19 AM 2022-09-19,75.3 °F,29.2 °F,18 %,NNE,5.8 mph,8.2 mph,29.80 in,0.00 in,0.00 in,4,479.7 w/m² 
11:24 AM 2022-09-19,75.5 °F,30.0 °F,19 %,,5.7 mph,7.8 mph,29.80 in,0.00 in,0.00 in,4,512.2 w/m² 
11:29 AM 2022-09-19,75.0 °F,28.9 °F,18 %,NNE,7.6 mph,10.0 mph,29.80 in,0.00 in,0.00 in,5,537.1 w/m² 
11:34 AM 2022-09-19,74.5 °F,28.3 °F,18 %,NNE,4.8 mph,6.5 mph,29.80 in,0.00 in,0.00 in,5,523.6 w/m² 
11:39 AM 2022-09-19,75.9 °F,28.8 °F,18 %,NNE,4.7 mph,6.2 mph,29.80 in,0.00 in,0.00 in,4,422.1 w/m² 
11:44 AM 2022-09-19,76.0 °F,28.8 °F,17 %,NNE,3.4 mph,4.9 mph,29.80 in,0.00 in,0.00 in,4,471.5 w/m² 
11:49 AM 2022-09-19,75.5 °F,28.5 °F,18 %,NNE,7.1 mph,8.9 mph,29.80 in,0.00 in,0.00 in,4,465.9 w/m² 
11:54 AM 2022-09-19,75.4 °F,28.3 °F,18 %,NNE,5.4 mph,7.3 mph,29.80 in,0.00 in,0.00 in,4,442.5 w/m² 
11:59 AM 2022-09-19,76.0 °F,28.3 °F,17 %,NNE,5.7 mph,8.0 mph,29.80 in,0.00 in,0.00 in,4,477.1 w/m² 
12:03 PM 2022-09-19,76.1 °F,27.4 °F,17 %,NNE,5.1 mph,7.4 mph,29.80 in,0.00 in,0.00 in,4,502.7 w/m² 
12:09 PM 2022-09-19,76.4 °F,27.7 °F,16 %,NE,6.5 mph,9.4 mph,29.79 in,0.00 in,0.00 in,5,553.5 w/m² 
12:14 PM 2022-09-19,76.3 °F,27.5 °F,16 %,NNE,5.9 mph,8.7 mph,29.79 in,0.00 in,0.00 in,5,557 w/m² 
12:19 PM 2022-09-19,76.2 °F,27.5 °F,16 %,North,6.0 mph,7.8 mph,29.80 in,0.00 in,0.00 in,5,544.4 w/m² 
12:24 PM 2022-09-19,77.0 °F,27.5 °F,16 %,,2.9 mph,4.1 mph,29.80 in,0.00 in,0.00 in,5,543.9 w/m² 
12:29 PM 2022-09-19,76.8 °F,27.2 °F,16 %,North,4.9 mph,6.5 mph,29.79 in,0.00 in,0.00 in,5,581.7 w/m² 
12:34 PM 2022-09-19,77.3 °F,27.4 °F,16 %,NNE,5.4 mph,7.8 mph,29.80 in,0.00 in,0.00 in,5,564.3 w/m² 
12:39 PM 2022-09-19,77.7 °F,27.5 °F,16 %,NNE,5.4 mph,7.3 mph,29.80 in,0.00 in,0.00 in,5,526.5 w/m² 
12:44 PM 2022-09-19,77.0 °F,25.9 °F,15 %,NNE,4.8 mph,6.5 mph,29.79 in,0.00 in,0.00 in,4,509.6 w/m² 
12:49 PM 2022-09-19,76.9 °F,26.2 °F,15 %,NNE,4.3 mph,6.5 mph,29.79 in,0.00 in,0.00 in,5,547 w/m² 
12:54 PM 2022-09-19,76.6 °F,26.8 °F,16 %,NNE,5.3 mph,7.4 mph,29.79 in,0.00 in,0.00 in,5,548.7 w/m² 
12:59 PM 2022-09-19,76.4 °F,26.8 °F,16 %,North,3.3 mph,5.0 mph,29.80 in,0.00 in,0.00 in,5,565.2 w/m² 
1:09 PM 2022-09-19,77.6 °F,27.5 °F,16 %,NE,3.1 mph,4.5 mph,29.79 in,0.00 in,0.00 in,5,543.9 w/m² 
1:14 PM 2022-09-19,76.4 °F,26.6 °F,16 %,NNE,5.7 mph,8.3 mph,29.79 in,0.00 in,0.00 in,5,587.7 w/m² 
1:19 PM 2022-09-19,77.4 °F,25.7 °F,15 %,,5.0 mph,7.0 mph,29.80 in,0.00 in,0.00 in,5,599.9 w/m² 
1:24 PM 2022-09-19,77.7 °F,25.4 °F,14 %,NNE,5.4 mph,7.8 mph,29.79 in,0.00 in,0.00 in,5,557 w/m² 
1:29 PM 2022-09-19,77.5 °F,24.3 °F,14 %,North,4.1 mph,5.7 mph,29.79 in,0.00 in,0.00 in,4,509.6 w/m² 
1:34 PM 2022-09-19,77.8 °F,25.7 °F,15 %,NNE,5.5 mph,7.6 mph,29.79 in,0.00 in,0.00 in,5,563.8 w/m² 
1:39 PM 2022-09-19,77.6 °F,24.8 °F,14 %,,3.0 mph,4.2 mph,29.79 in,0.00 in,0.00 in,5,586.8 w/m² 
1:44 PM 2022-09-19,78.1 °F,26.3 °F,15 %,NNE,4.5 mph,6.5 mph,29.79 in,0.00 in,0.00 in,5,570 w/m² 
1:49 PM 2022-09-19,79.0 °F,26.0 °F,14 %,North,4.8 mph,6.6 mph,29.79 in,0.00 in,0.00 in,5,571.3 w/m² 
1:54 PM 2022-09-19,78.4 °F,25.9 °F,14 %,NNE,3.1 mph,4.5 mph,29.79 in,0.00 in,0.00 in,5,611.7 w/m² 
1:59 PM 2022-09-19,78.0 °F,25.1 °F,14 %,North,4.9 mph,6.6 mph,29.79 in,0.00 in,0.00 in,6,618.2 w/m² 
2:04 PM 2022-09-19,78.4 °F,23.8 °F,13 %,NNE,6.6 mph,8.6 mph,29.79 in,0.00 in,0.00 in,5,557.4 w/m² 
2:09 PM 2022-09-19,78.4 °F,23.5 °F,13 %,NNE,5.3 mph,7.2 mph,29.79 in,0.00 in,0.00 in,5,584.8 w/m² 
2:14 PM 2022-09-19,78.3 °F,23.7 °F,13 %,NNE,4.6 mph,6.5 mph,29.79 in,0.00 in,0.00 in,5,586.8 w/m² 
2:19 PM 2022-09-19,77.6 °F,23.1 °F,13 %,NE,3.4 mph,5.0 mph,29.79 in,0.00 in,0.00 in,5,593.8 w/m² 
2:24 PM 2022-09-19,77.6 °F,23.3 °F,13 %,North,2.6 mph,3.8 mph,29.79 in,0.00 in,0.00 in,5,591.6 w/m² 
2:29 PM 2022-09-19,78.3 °F,25.0 °F,14 %,NNW,2.4 mph,3.6 mph,29.79 in,0.00 in,0.00 in,5,543 w/m² 
2:34 PM 2022-09-19,79.5 °F,25.4 °F,14 %,NNW,4.3 mph,6.3 mph,29.78 in,0.00 in,0.00 in,5,528.4 w/m² 
2:39 PM 2022-09-19,79.2 °F,24.8 °F,13 %,NNE,3.7 mph,5.3 mph,29.78 in,0.00 in,0.00 in,5,540 w/m² 
2:44 PM 2022-09-19,79.1 °F,24.7 °F,13 %,NW,2.6 mph,3.5 mph,29.78 in,0.00 in,0.00 in,5,526.5 w/m² 
2:49 PM 2022-09-19,79.1 °F,25.2 °F,14 %,NNE,3.7 mph,5.1 mph,29.78 in,0.00 in,0.00 in,5,540.5 w/m² 
2:54 PM 2022-09-19,79.3 °F,24.3 °F,13 %,,4.9 mph,6.5 mph,29.78 in,0.00 in,0.00 in,5,554.8 w/m² 
2:59 PM 2022-09-19,78.9 °F,24.2 °F,13 %,NNW,3.7 mph,5.5 mph,29.78 in,0.00 in,0.00 in,5,542.2 w/m² 
3:04 PM 2022-09-19,78.7 °F,24.5 °F,13 %,WNW,3.7 mph,5.4 mph,29.78 in,0.00 in,0.00 in,5,580.8 w/m² 
3:09 PM 2022-09-19,78.6 °F,25.2 °F,14 %,NNW,3.7 mph,5.3 mph,29.78 in,0.00 in,0.00 in,5,601.7 w/m² 
3:14 PM 2022-09-19,79.6 °F,24.5 °F,13 %,North,4.4 mph,6.2 mph,29.78 in,0.00 in,0.00 in,5,605.1 w/m² 
3:19 PM 2022-09-19,79.7 °F,24.6 °F,13 %,North,4.4 mph,5.7 mph,29.77 in,0.00 in,0.00 in,5,533.5 w/m² 
3:24 PM 2022-09-19,79.9 °F,25.0 °F,13 %,NNE,4.9 mph,6.7 mph,29.77 in,0.00 in,0.00 in,5,523.1 w/m² 
3:29 PM 2022-09-19,79.7 °F,26.4 °F,14 %,NNE,6.3 mph,8.5 mph,29.77 in,0.00 in,0.00 in,4,501 w/m² 
3:34 PM 2022-09-19,80.0 °F,26.6 °F,14 %,NNW,4.2 mph,5.3 mph,29.77 in,0.00 in,0.00 in,4,500.6 w/m² 
3:39 PM 2022-09-19,79.8 °F,26.2 °F,14 %,NNW,5.0 mph,7.6 mph,29.77 in,0.00 in,0.00 in,4,498.9 w/m² 
3:44 PM 2022-09-19,79.3 °F,25.4 °F,14 %,West,4.5 mph,5.6 mph,29.78 in,0.00 in,0.00 in,4,456.3 w/m² 
3:49 PM 2022-09-19,78.8 °F,24.3 °F,13 %,NNE,5.6 mph,7.5 mph,29.77 in,0.00 in,0.00 in,4,446.3 w/m² 
3:54 PM 2022-09-19,79.2 °F,24.7 °F,13 %,,4.2 mph,6.0 mph,29.77 in,0.00 in,0.00 in,4,467.2 w/m² 
3:59 PM 2022-09-19,79.4 °F,24.4 °F,13 %,NNW,2.4 mph,3.9 mph,29.77 in,0.00 in,0.00 in,4,465 w/m² 
4:04 PM 2022-09-19,79.0 °F,24.1 °F,13 %,West,1.1 mph,1.1 mph,29.77 in,0.00 in,0.00 in,4,428.2 w/m² 
4:09 PM 2022-09-19,79.6 °F,24.5 °F,13 %,North,4.2 mph,5.5 mph,29.77 in,0.00 in,0.00 in,4,428.2 w/m² 
4:14 PM 2022-09-19,79.4 °F,23.9 °F,13 %,North,2.7 mph,3.5 mph,29.77 in,0.00 in,0.00 in,3,381.7 w/m² 
4:19 PM 2022-09-19,79.6 °F,24.3 °F,13 %,,2.0 mph,3.5 mph,29.77 in,0.00 in,0.00 in,3,381.7 w/m² 
4:24 PM 2022-09-19,79.8 °F,24.7 °F,13 %,NW,3.5 mph,4.6 mph,29.77 in,0.00 in,0.00 in,3,352.2 w/m² 
4:29 PM 2022-09-19,79.7 °F,24.6 °F,13 %,NNW,2.0 mph,2.9 mph,29.77 in,0.00 in,0.00 in,3,351.7 w/m² 
4:34 PM 2022-09-19,79.6 °F,24.5 °F,13 %,NW,3.2 mph,4.1 mph,29.77 in,0.00 in,0.00 in,3,351.4 w/m² 
4:39 PM 2022-09-19,80.0 °F,24.9 °F,13 %,NW,2.9 mph,4.3 mph,29.77 in,0.00 in,0.00 in,3,330.9 w/m² 
4:43 PM 2022-09-19,80.3 °F,25.2 °F,13 %,NW,2.6 mph,3.5 mph,29.76 in,0.00 in,0.00 in,2,302.3 w/m² 
4:49 PM 2022-09-19,80.0 °F,25.0 °F,13 %,NNW,3.4 mph,5.2 mph,29.77 in,0.00 in,0.00 in,3,316.6 w/m² 
4:54 PM 2022-09-19,80.1 °F,25.7 °F,13 %,,1.5 mph,2.2 mph,29.77 in,0.00 in,0.00 in,2,288.5 w/m² 
4:59 PM 2022-09-19,80.0 °F,25.3 °F,13 %,North,2.3 mph,3.3 mph,29.77 in,0.00 in,0.00 in,2,264.1 w/m² 
5:04 PM 2022-09-19,79.6 °F,24.0 °F,13 %,NNW,2.4 mph,3.6 mph,29.77 in,0.00 in,0.00 in,2,252.9 w/m² 
5:09 PM 2022-09-19,79.2 °F,24.3 °F,13 %,NNW,3.6 mph,5.1 mph,29.76 in,0.00 in,0.00 in,2,223.4 w/m² 
5:14 PM 2022-09-19,79.2 °F,24.0 °F,13 %,NW,3.3 mph,4.5 mph,29.76 in,0.00 in,0.00 in,2,234.1 w/m² 
5:19 PM 2022-09-19,79.0 °F,24.1 °F,13 %,WNW,2.5 mph,3.8 mph,29.76 in,0.00 in,0.00 in,2,222 w/m² 
5:24 PM 2022-09-19,78.9 °F,24.0 °F,13 %,NNW,2.7 mph,3.9 mph,29.76 in,0.00 in,0.00 in,1,181.7 w/m² 
5:29 PM 2022-09-19,78.9 °F,25.7 °F,14 %,NNW,2.2 mph,3.2 mph,29.77 in,0.00 in,0.00 in,1,184.4 w/m² 
5:34 PM 2022-09-19,79.0 °F,24.6 °F,13 %,North,3.4 mph,4.8 mph,29.77 in,0.00 in,0.00 in,1,156.9 w/m² 
5:39 PM 2022-09-19,78.8 °F,22.7 °F,12 %,NNE,4.8 mph,7.0 mph,29.77 in,0.00 in,0.00 in,1,160.9 w/m² 
5:44 PM 2022-09-19,78.4 °F,21.7 °F,12 %,NNE,3.0 mph,4.1 mph,29.76 in,0.00 in,0.00 in,1,146.6 w/m² 
5:49 PM 2022-09-19,78.6 °F,22.2 °F,12 %,,1.9 mph,3.0 mph,29.76 in,0.00 in,0.00 in,1,139.2 w/m² 
5:54 PM 2022-09-19,78.6 °F,21.8 °F,12 %,North,3.2 mph,4.6 mph,29.76 in,0.00 in,0.00 in,1,128.8 w/m² 
5:59 PM 2022-09-19,78.3 °F,21.6 °F,12 %,North,4.1 mph,5.9 mph,29.77 in,0.00 in,0.00 in,1,118.4 w/m² 
6:04 PM 2022-09-19,78.0 °F,21.5 °F,12 %,North,4.2 mph,5.8 mph,29.76 in,0.00 in,0.00 in,1,101.4 w/m² 
6:09 PM 2022-09-19,77.9 °F,22.2 °F,12 %,North,3.4 mph,4.9 mph,29.77 in,0.00 in,0.00 in,0,85.9 w/m² 
6:14 PM 2022-09-19,77.6 °F,21.9 °F,12 %,NNE,6.0 mph,8.5 mph,29.77 in,0.00 in,0.00 in,0,76.3 w/m² 
6:19 PM 2022-09-19,77.2 °F,22.3 °F,13 %,North,4.7 mph,6.5 mph,29.77 in,0.00 in,0.00 in,0,47.2 w/m² 
6:24 PM 2022-09-19,76.7 °F,22.6 °F,13 %,North,4.3 mph,6.0 mph,29.77 in,0.00 in,0.00 in,0,32.1 w/m² 
6:29 PM 2022-09-19,76.5 °F,23.8 °F,14 %,North,2.9 mph,4.2 mph,29.77 in,0.00 in,0.00 in,0,30.3 w/m² 
6:34 PM 2022-09-19,76.2 °F,23.6 °F,14 %,,3.7 mph,5.2 mph,29.77 in,0.00 in,0.00 in,0,29 w/m² 
6:39 PM 2022-09-19,76.1 °F,24.3 °F,14 %,North,3.9 mph,5.2 mph,29.77 in,0.00 in,0.00 in,0,26.8 w/m² 
6:44 PM 2022-09-19,76.0 °F,23.8 °F,14 %,North,4.4 mph,5.6 mph,29.77 in,0.00 in,0.00 in,0,24.7 w/m² 
6:49 PM 2022-09-19,75.7 °F,24.8 °F,15 %,,4.1 mph,5.4 mph,29.77 in,0.00 in,0.00 in,0,22.9 w/m² 
